text,sentiment,category
Tried to go here for lunch and it was a madhouse.,0,Abusive/Hate/Threat
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,Praise/Support
"After waiting an hour and being seated, I was not in the greatest of moods.",0,Abusive/Hate/Threat
This is a good joint.,1,Praise/Support
The Macarons here are insanely good.,1,Praise/Support
I'm not eating here!,0,Abusive/Hate/Threat
"Our waiter was very attentive, friendly, and informative.",1,Praise/Support
Maybe if they weren't cold they would have been somewhat edible.,0,Abusive/Hate/Threat
This place has a lot of promise but fails to deliver.,0,Constructive Criticism
Very bad Experience!,0,Abusive/Hate/Threat
What a mistake.,0,Abusive/Hate/Threat
Food was average at best.,0,Abusive/Hate/Threat
Great food.,1,Praise/Support
We won't be going back anytime soon!,0,Abusive/Hate/Threat
Very Very Disappointed ordered the $35 Big Bay Plater.,0,Abusive/Hate/Threat
Great place to relax and have an awesome burger and beer.,1,Praise/Support
It is PERFECT for a sit-down family meal or get together with a few friends.,1,Praise/Support
"Not much flavor to them, and very poorly constructed.",0,Abusive/Hate/Threat
The patio seating was very comfortable.,1,Praise/Support
The fried rice was dry as well.,0,Abusive/Hate/Threat
Hands down my favorite Italian restaurant!,1,Praise/Support
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,Praise/Support
It was just not a fun experience.,1,Praise/Support
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,Emotional
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,Emotional
"Very convenient, since we were staying at the MGM!",1,Praise/Support
The owners are super friendly and the staff is courteous.,1,Praise/Support
Both great!,1,Praise/Support
Eclectic selection.,1,Praise/Support
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,Praise/Support
The staff was very attentive.,1,Praise/Support
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,Praise/Support
"The owner used to work at Nobu, so this place is really similar for half the price.",1,Praise/Support
Google mediocre and I imagine Smashburger will pop up.,0,Abusive/Hate/Threat
dont go here.,0,Abusive/Hate/Threat
I promise they won't disappoint.,1,Praise/Support
As a sushi lover avoid this place by all means.,0,Emotional
What a great double cheeseburger!,1,Praise/Support
Awesome service and food.,1,Praise/Support
A fantastic neighborhood gem !!!,1,Praise/Support
I can't wait to go back.,1,Praise/Support
The plantains were the worst I've ever tasted.,0,Abusive/Hate/Threat
It's a great place and I highly recommend it.,1,Praise/Support
Service was slow and not attentive.,0,Abusive/Hate/Threat
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,Praise/Support
Your staff spends more time talking to themselves than me.,0,Abusive/Hate/Threat
Dessert: Panna Cotta was amazing.,1,Praise/Support
"Very good food, great atmosphere.1",1,Praise/Support
Damn good steak.,1,Praise/Support
Total brunch fail.,0,Abusive/Hate/Threat
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,Praise/Support
"The decor is nice, and the piano music soundtrack is pleasant.",1,Praise/Support
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,Praise/Support
"Good food , good service .",1,Praise/Support
It was absolutely amazing.,1,Praise/Support
"I probably won't be back, to be honest.",0,Abusive/Hate/Threat
will definitely be back!,1,Praise/Support
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,Praise/Support
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,Praise/Support
Went for lunch - service was slow.,0,Abusive/Hate/Threat
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,Constructive Criticism
I was mortified.,0,Abusive/Hate/Threat
"Needless to say, we will never be back here again.",0,Abusive/Hate/Threat
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,Abusive/Hate/Threat
"The chips that came out were dripping with grease, and mostly not edible.",0,Abusive/Hate/Threat
I wasn't really impressed with Strip Steak.,0,Abusive/Hate/Threat
Have been going since 2007 and every meal has been awesome!!,1,Praise/Support
Our server was very nice and attentive as were the other serving staff.,1,Praise/Support
The cashier was friendly and even brought the food out to me.,1,Praise/Support
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,Abusive/Hate/Threat
The atmosphere here is fun.,1,Praise/Support
Would not recommend to others.,0,Abusive/Hate/Threat
"Service is quick and even ""to go"" orders are just like we like it!",1,Praise/Support
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,Question/Suggestion
"That said, our mouths and bellies were still quite pleased.",1,Abusive/Hate/Threat
Not my thing.,0,Abusive/Hate/Threat
2 Thumbs Up!!,1,Praise/Support
If you are reading this please don't go there.,0,Abusive/Hate/Threat
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,Emotional
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,Praise/Support
They have a really nice atmosphere.,1,Praise/Support
Tonight I had the Elk Filet special...and it sucked.,0,Abusive/Hate/Threat
"After one bite, I was hooked.",1,Praise/Support
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,Abusive/Hate/Threat
"Cute, quaint, simple, honest.",1,Praise/Support
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,Praise/Support
"The food was great as always, compliments to the chef.",1,Praise/Support
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,Praise/Support
Awesome selection of beer.,1,Praise/Support
Great food and awesome service!,1,Praise/Support
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,Praise/Support
A FLY was in my apple juice.. A FLY!!!!!!!!,0,Abusive/Hate/Threat
The Han Nan Chicken was also very tasty.,1,Praise/Support
"As for the service, I thought it was good.",1,Praise/Support
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,Abusive/Hate/Threat
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,Spam/Irrelevant
Nicest Chinese restaurant I've been in a while.,1,Praise/Support
"Overall, I like there food and the service.",1,Praise/Support
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,Praise/Support
"Probably never coming back, and wouldn't recommend it.",0,Abusive/Hate/Threat
"Friend's pasta -- also bad, he barely touched it.",0,Abusive/Hate/Threat
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,Praise/Support
I love the decor with the Chinese calligraphy wall paper.,1,Emotional
Never had anything to complain about here.,1,Praise/Support
The restaurant is very clean and has a family restaurant feel to it.,1,Emotional
It was way over fried.,0,Abusive/Hate/Threat
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,Emotional
"When I opened the sandwich, I was impressed, but not in a good way.",0,Constructive Criticism
Will not be back!,0,Abusive/Hate/Threat
There was a warm feeling with the service and I felt like their guest for a special treat.,1,Emotional
An extensive menu provides lots of options for breakfast.,1,Praise/Support
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,Praise/Support
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,Abusive/Hate/Threat
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,Emotional
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,Praise/Support
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,Praise/Support
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,Praise/Support
We were sat right on time and our server from the get go was FANTASTIC!,1,Praise/Support
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,Abusive/Hate/Threat
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,Praise/Support
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,Abusive/Hate/Threat
This is a GREAT place to eat!,1,Praise/Support
The jalapeno bacon is soooo good.,1,Praise/Support
The service was poor and thats being nice.,0,Abusive/Hate/Threat
"Food was good, service was good, Prices were good.",1,Praise/Support
The place was not clean and the food oh so stale!,0,Abusive/Hate/Threat
"The chicken dishes are OK, the beef is like shoe leather.",0,Abusive/Hate/Threat
But the service was beyond bad.,0,Constructive Criticism
"I'm so happy to be here!!!""",1,Praise/Support
Tasted like dirt.,0,Abusive/Hate/Threat
One of the few places in Phoenix that I would definately go back to again .,1,Praise/Support
The block was amazing.,1,Praise/Support
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,Praise/Support
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,Praise/Support
My sashimi was poor quality being soggy and tasteless.,0,Abusive/Hate/Threat
Great time - family dinner on a Sunday night.,1,Praise/Support
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,Abusive/Hate/Threat
"What did bother me, was the slow service.",0,Abusive/Hate/Threat
The flair bartenders are absolutely amazing!,1,Praise/Support
Their frozen margaritas are WAY too sugary for my taste.,0,Abusive/Hate/Threat
These were so good we ordered them twice.,1,Praise/Support
